Lithuania,0,0,0,0,0,0,0,0,1
United Arab Emirates,0,0,0,0,1,0,0,0,0
Tajikistan,0,0,0,1,0,0,0,0,0
United States,1,0,0,0,0,1,1,0,0
Poland,0,0,0,0,0,0,1,0,1
Ireland,0,0,0,0,0,0,0,0,1
Kyrgyzstan,0,0,0,1,0,0,0,0,0
South Korea,0,0,0,0,0,1,0,0,0
Gabon,0,0,0,0,1,0,0,0,0
Brunei,0,0,1,0,0,1,0,0,0
Peru,0,0,0,0,0,1,0,0,0
Kazakhstan,0,0,0,1,0,0,0,0,0
Mexico,0,0,0,0,0,1,0,0,0
Iceland,0,0,0,0,0,0,1,0,0
Russia,0,1,0,1,0,1,0,0,0
Malaysia,0,0,1,0,0,1,0,0,0
Brazil,0,1,0,0,0,0,0,0,0
Bulgaria,0,0,0,0,0,0,0,0,1
Malta,0,0,0,0,0,0,0,0,1
Turkey,0,0,0,0,0,0,1,0,0
Greece,0,0,0,0,0,0,1,0,1
Denmark,0,0,0,0,0,0,1,0,1
Taiwan,0,0,0,0,0,1,0,0,0
Portugal,0,0,0,0,0,0,1,0,1
Laos,0,0,1,0,0,0,0,0,0
United Kingdom,1,0,0,0,0,0,1,0,0
Saudi Arabia,0,0,0,0,1,0,0,0,0
Venezuela,0,0,0,0,1,0,0,0,0
Cyprus,0,0,0,0,0,0,0,0,1
China,0,1,0,1,0,1,0,0,0
Kuwait,0,0,0,0,1,0,0,0,0
Chile,0,0,0,0,0,1,0,0,0
Hungary,0,0,0,0,0,0,1,0,1
Myanmar,0,0,1,0,0,0,0,0,0
Nigeria,0,0,0,0,1,0,0,0,0
Indonesia,0,0,1,0,0,1,0,0,0
Vietnam,0,0,1,0,0,1,0,0,0
Latvia,0,0,0,0,0,0,0,0,1
Austria,0,0,0,0,0,0,0,0,1
Finland,0,0,0,0,0,0,0,0,1
Uzbekistan,0,0,0,1,0,0,0,0,0
Pakistan,0,0,0,1,0,0,0,0,0
Sweden,0,0,0,0,0,0,0,0,1
Angola,0,0,0,0,1,0,0,0,0
Germany,1,0,0,0,0,0,1,0,1
Cambodia,0,0,1,0,0,0,0,0,0
Iraq,0,0,0,0,1,0,0,0,0
Iran,0,0,0,0,1,0,0,0,0
Croatia,0,0,0,0,0,0,0,0,1
Slovakia,0,0,0,0,0,0,0,0,1
Republic of the Congo,0,0,0,0,1,0,0,0,0
Belgium,0,0,0,0,0,0,1,0,1
Czech Republic,0,0,0,0,0,0,0,0,1
Thailand,0,0,1,0,0,1,0,0,0
Italy,1,0,0,0,0,0,1,0,1
Singapore,0,0,1,0,0,1,0,0,0
Hong Kong,0,0,0,0,0,1,0,0,0
New Zealand,0,0,0,0,0,1,0,0,0
Norway,0,0,0,0,0,0,1,0,0
Spain,0,0,0,0,0,0,1,0,1
Slovenia,0,0,0,0,0,0,0,0,1
France,1,0,0,0,0,0,1,0,1
Canada,1,0,0,0,0,1,1,0,0
Papua New Guinea,0,0,0,0,0,1,0,0,0
South Africa,0,1,0,0,0,0,0,0,0
Japan,1,0,0,0,0,1,0,0,0
Algeria,0,0,0,0,1,0,0,0,0
Australia,0,0,0,0,0,1,0,0,0
Luxembourg,0,0,0,0,0,0,1,0,1
Netherlands,0,0,0,0,0,0,1,0,1
Philippines,0,0,1,0,0,1,0,0,0
India,0,1,0,1,0,0,0,0,0
Estonia,0,0,0,0,0,0,0,0,1
Libya,0,0,0,0,1,0,0,0,0
Romania,0,0,0,0,0,0,0,0,1
